"year","state","party","candidate_name","poll_date","weeks_left","days_left","before_convention","avg_poll"
1980,"Iowa","republican","Ronald Reagan",1980-08-30,9,66,FALSE,43.4325778571429
1980,"Iowa","republican","Ronald Reagan",1980-10-04,4,31,FALSE,43.758111
1980,"Iowa","republican","Ronald Reagan",1980-10-12,3,23,FALSE,44.3869115833333
1980,"Kansas","democrat","Jimmy Carter",1980-08-27,10,69,FALSE,24.7057425909091
1980,"Kansas","democrat","Jimmy Carter",1980-09-18,7,47,FALSE,25.2315425
1980,"Kansas","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,26.4562623
1980,"Kansas","republican","Ronald Reagan",1980-08-27,10,69,FALSE,50.4116940909091
1980,"Kansas","republican","Ronald Reagan",1980-09-18,7,47,FALSE,47.9602867857143
1980,"Kansas","republican","Ronald Reagan",1980-10-16,3,19,FALSE,48.8577484
1980,"Louisiana","democrat","Jimmy Carter",1980-10-08,4,27,FALSE,36.9214967142857
1980,"Louisiana","republican","Ronald Reagan",1980-10-08,4,27,FALSE,49.0417116071429
1980,"Maine","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,35.69160935
1980,"Maine","republican","Ronald Reagan",1980-10-16,3,19,FALSE,29.7772658
1980,"Maryland","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,29.8865578
1980,"Maryland","democrat","Jimmy Carter",1980-10-21,2,14,FALSE,41.1854124
1980,"Maryland","republican","Ronald Reagan",1980-10-16,3,19,FALSE,28.6492188
1980,"Maryland","republican","Ronald Reagan",1980-10-21,2,14,FALSE,31.0110610666667
1980,"Massachusetts","democrat","Jimmy Carter",1980-07-08,17,119,TRUE,17.7430038
1980,"Massachusetts","democrat","Jimmy Carter",1980-09-21,6,44,FALSE,20.892374
1980,"Massachusetts","democrat","Jimmy Carter",1980-10-06,4,29,FALSE,25.9717788
1980,"Massachusetts","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,27.7781748
1980,"Massachusetts","democrat","Jimmy Carter",1980-10-21,2,14,FALSE,28.1182438
1980,"Massachusetts","democrat","Jimmy Carter",1980-10-26,1,9,FALSE,31.1774802
1980,"Massachusetts","republican","Ronald Reagan",1980-07-08,17,119,TRUE,33.1937984666667
1980,"Massachusetts","republican","Ronald Reagan",1980-09-21,6,44,FALSE,32.1123489333333
1980,"Massachusetts","republican","Ronald Reagan",1980-10-06,4,29,FALSE,32.9298352
1980,"Massachusetts","republican","Ronald Reagan",1980-10-16,3,19,FALSE,32.1650984
1980,"Massachusetts","republican","Ronald Reagan",1980-10-21,2,14,FALSE,30.2866182
1980,"Massachusetts","republican","Ronald Reagan",1980-10-26,1,9,FALSE,30.637745
1980,"Michigan","democrat","Jimmy Carter",1980-09-16,7,49,FALSE,26.8923997058824
1980,"Michigan","democrat","Jimmy Carter",1980-10-03,5,32,FALSE,24.5104850769231
1980,"Michigan","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,28.5357949
1980,"Michigan","republican","Ronald Reagan",1980-09-16,7,49,FALSE,30.0649288235294
1980,"Michigan","republican","Ronald Reagan",1980-10-03,5,32,FALSE,30.6740385384615
1980,"Michigan","republican","Ronald Reagan",1980-10-16,3,19,FALSE,37.669897
1980,"Minnesota","democrat","Jimmy Carter",1980-05-02,27,186,TRUE,31.2853848266667
1980,"Minnesota","democrat","Jimmy Carter",1980-07-16,16,111,TRUE,27.1509972653061
1980,"Minnesota","democrat","Jimmy Carter",1980-09-03,9,62,FALSE,30.3491076410256
1980,"Minnesota","democrat","Jimmy Carter",1980-10-12,3,23,FALSE,31.6477337083333
1980,"Minnesota","republican","Ronald Reagan",1980-05-02,27,186,TRUE,28.7683497333333
1980,"Minnesota","republican","Ronald Reagan",1980-07-16,16,111,TRUE,33.4892863061225
1980,"Minnesota","republican","Ronald Reagan",1980-09-03,9,62,FALSE,32.7227270769231
1980,"Minnesota","republican","Ronald Reagan",1980-10-12,3,23,FALSE,31.7347779166667
1980,"Mississippi","democrat","Jimmy Carter",1980-10-08,4,27,FALSE,35.9213387857143
1980,"Mississippi","republican","Ronald Reagan",1980-10-08,4,27,FALSE,51.1417405357143
1980,"Missouri","democrat","Jimmy Carter",1980-05-20,24,168,TRUE,31.6806761969697
1980,"Missouri","democrat","Jimmy Carter",1980-09-29,5,36,FALSE,37.2973833513513
1980,"Missouri","republican","Ronald Reagan",1980-05-20,24,168,TRUE,37.2676085454545
1980,"Missouri","republican","Ronald Reagan",1980-09-29,5,36,FALSE,40.2010738648649
1980,"Nebraska","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,22.82267005
1980,"Nebraska","republican","Ronald Reagan",1980-10-16,3,19,FALSE,55.2063354
1980,"Nevada","democrat","Jimmy Carter",1980-10-03,5,32,FALSE,22.831315969697
1980,"Nevada","republican","Ronald Reagan",1980-10-03,5,32,FALSE,43.1962260909091
1980,"New Hampshire","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,28.80561625
1980,"New Hampshire","republican","Ronald Reagan",1980-10-16,3,19,FALSE,43.1959301
1980,"New Jersey","democrat","Jimmy Carter",1980-05-15,25,173,TRUE,37.829324
1980,"New Jersey","democrat","Jimmy Carter",1980-05-16,25,172,TRUE,35.1863151751825
1980,"New Jersey","democrat","Jimmy Carter",1980-09-30,5,35,FALSE,33.009234
1980,"New Jersey","democrat","Jimmy Carter",1980-10-14,3,21,FALSE,30.9506066666667
1980,"New Jersey","democrat","Jimmy Carter",1980-10-23,2,12,FALSE,32.0479596666667
1980,"New Jersey","democrat","Jimmy Carter",1980-10-29,1,6,FALSE,32.749934
1980,"New Jersey","democrat","Jimmy Carter",1980-10-30,1,5,FALSE,33.8770763333333
1980,"New Jersey","republican","Ronald Reagan",1980-05-15,25,173,TRUE,35.123441
1980,"New Jersey","republican","Ronald Reagan",1980-05-16,25,172,TRUE,40.329649649635
1980,"New Jersey","republican","Ronald Reagan",1980-09-30,5,35,FALSE,38.7477126428571
1980,"New Jersey","republican","Ronald Reagan",1980-10-14,3,21,FALSE,36.6661801111111
1980,"New Jersey","republican","Ronald Reagan",1980-10-23,2,12,FALSE,37.5162648333333
1980,"New Jersey","republican","Ronald Reagan",1980-10-29,1,6,FALSE,37.125391
1980,"New Jersey","republican","Ronald Reagan",1980-10-30,1,5,FALSE,38.947856
1980,"New York","democrat","Jimmy Carter",1980-07-16,16,111,TRUE,19.86440818
1980,"New York","democrat","Jimmy Carter",1980-09-04,9,61,FALSE,28.8990944166667
1980,"New York","democrat","Jimmy Carter",1980-09-16,7,49,FALSE,31.0161146315789
1980,"New York","democrat","Jimmy Carter",1980-10-05,4,30,FALSE,32.2142112727273
1980,"New York","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,35.2709196666667
1980,"New York","democrat","Jimmy Carter",1980-10-17,3,18,FALSE,35.67068
1980,"New York","democrat","Jimmy Carter",1980-10-26,1,9,FALSE,35.7924679
1980,"New York","republican","Ronald Reagan",1980-07-16,16,111,TRUE,42.1637828
1980,"New York","republican","Ronald Reagan",1980-09-04,9,61,FALSE,33.6450865833333
1980,"New York","republican","Ronald Reagan",1980-09-16,7,49,FALSE,32.2298074210526
1980,"New York","republican","Ronald Reagan",1980-10-05,4,30,FALSE,31.8643466363636
1980,"New York","republican","Ronald Reagan",1980-10-16,3,19,FALSE,31.83061
1980,"New York","republican","Ronald Reagan",1980-10-17,3,18,FALSE,31.2175514285714
1980,"New York","republican","Ronald Reagan",1980-10-26,1,9,FALSE,31.7214537
1980,"North Carolina","democrat","Jimmy Carter",1980-09-03,9,62,FALSE,45.8208032
1980,"North Carolina","democrat","Jimmy Carter",1980-10-08,4,27,FALSE,45.868530125
1980,"North Carolina","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,46.20433335
1980,"North Carolina","republican","Ronald Reagan",1980-09-03,9,62,FALSE,34.123471
1980,"North Carolina","republican","Ronald Reagan",1980-10-08,4,27,FALSE,39.793139625
1980,"North Carolina","republican","Ronald Reagan",1980-10-16,3,19,FALSE,39.17408645
1980,"North Dakota","democrat","Jimmy Carter",1980-09-16,7,49,FALSE,23.836382
1980,"North Dakota","republican","Ronald Reagan",1980-09-16,7,49,FALSE,49.20893298
1980,"Ohio","democrat","Jimmy Carter",1980-05-16,25,172,TRUE,35.4294124636364
1980,"Ohio","democrat","Jimmy Carter",1980-09-03,9,62,FALSE,34.514982125
1980,"Ohio","democrat","Jimmy Carter",1980-09-11,8,54,FALSE,31.937694
1980,"Ohio","democrat","Jimmy Carter",1980-09-16,7,49,FALSE,28.94801972
1980,"Ohio","democrat","Jimmy Carter",1980-10-11,3,24,FALSE,27.6322
1980,"Ohio","democrat","Jimmy Carter",1980-10-12,3,23,FALSE,30.6532370555556
1980,"Ohio","democrat","Jimmy Carter",1980-10-30,1,5,FALSE,34.9391776666667
1980,"Ohio","republican","Ronald Reagan",1980-05-16,25,172,TRUE,41.1192891818182
1980,"Ohio","republican","Ronald Reagan",1980-09-03,9,62,FALSE,40.536986625
1980,"Ohio","republican","Ronald Reagan",1980-09-11,8,54,FALSE,41.9020828
1980,"Ohio","republican","Ronald Reagan",1980-09-16,7,49,FALSE,38.51352536
1980,"Ohio","republican","Ronald Reagan",1980-10-11,3,24,FALSE,39.226081
1980,"Ohio","republican","Ronald Reagan",1980-10-12,3,23,FALSE,37.8803080555556
1980,"Ohio","republican","Ronald Reagan",1980-10-30,1,5,FALSE,42.413833
1980,"Oklahoma","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,38.78716165
1980,"Oklahoma","republican","Ronald Reagan",1980-10-16,3,19,FALSE,53.21078595
1980,"Oregon","democrat","Jimmy Carter",1980-06-17,20,140,TRUE,28.7052431296296
1980,"Oregon","democrat","Jimmy Carter",1980-08-10,12,86,TRUE,26.5503299375
1980,"Oregon","democrat","Jimmy Carter",1980-08-26,10,70,FALSE,27.0171624827586
1980,"Oregon","democrat","Jimmy Carter",1980-09-24,6,41,FALSE,27.4474562727273
1980,"Oregon","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,30.0605226666667
1980,"Oregon","democrat","Jimmy Carter",1980-10-28,1,7,FALSE,32.580319
1980,"Oregon","democrat","Jimmy Carter",1980-10-29,1,6,FALSE,35.2334668571429
1980,"Oregon","republican","Ronald Reagan",1980-06-17,20,140,TRUE,34.1840908148148
1980,"Oregon","republican","Ronald Reagan",1980-08-10,12,86,FALSE,35.8621509375
1980,"Oregon","republican","Ronald Reagan",1980-08-26,10,70,FALSE,36.0362913793103
1980,"Oregon","republican","Ronald Reagan",1980-09-24,6,41,FALSE,38.1850450454545
1980,"Oregon","republican","Ronald Reagan",1980-10-16,3,19,FALSE,39.94858175
1980,"Oregon","republican","Ronald Reagan",1980-10-28,1,7,FALSE,40.670437
1980,"Oregon","republican","Ronald Reagan",1980-10-29,1,6,FALSE,41.8116964285714
1980,"Pennsylvania","democrat","Jimmy Carter",1980-09-26,6,39,FALSE,32.530302
1980,"Pennsylvania","democrat","Jimmy Carter",1980-10-03,5,32,FALSE,32.452822
1980,"Pennsylvania","democrat","Jimmy Carter",1980-10-08,4,27,FALSE,32.309321375
1980,"Pennsylvania","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,33.39357735
1980,"Pennsylvania","republican","Ronald Reagan",1980-09-26,6,39,FALSE,40.3271457142857
1980,"Pennsylvania","republican","Ronald Reagan",1980-10-03,5,32,FALSE,40.8138332
1980,"Pennsylvania","republican","Ronald Reagan",1980-10-08,4,27,FALSE,37.141883625
1980,"Pennsylvania","republican","Ronald Reagan",1980-10-16,3,19,FALSE,38.6635116
1980,"Rhode Island","democrat","Jimmy Carter",1980-07-16,16,111,TRUE,21.8571987282609
1980,"Rhode Island","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,35.3102743
1980,"Rhode Island","republican","Ronald Reagan",1980-07-16,16,111,TRUE,29.0528521304348
1980,"Rhode Island","republican","Ronald Reagan",1980-10-16,3,19,FALSE,24.7099459
1980,"South Carolina","democrat","Jimmy Carter",1980-10-03,5,32,FALSE,37.1163862
1980,"South Carolina","democrat","Jimmy Carter",1980-10-08,4,27,FALSE,44.340791375
1980,"South Carolina","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,43.7468854
1980,"South Carolina","republican","Ronald Reagan",1980-10-03,5,32,FALSE,38.6681518
1980,"South Carolina","republican","Ronald Reagan",1980-10-08,4,27,FALSE,40.08963425
1980,"South Carolina","republican","Ronald Reagan",1980-10-16,3,19,FALSE,40.6486224
1980,"South Dakota","democrat","Jimmy Carter",1980-10-05,4,30,FALSE,17.5008134516129
1980,"South Dakota","republican","Ronald Reagan",1980-10-05,4,30,FALSE,35.0678177419355
1980,"Tennessee","democrat","Jimmy Carter",1980-10-08,4,27,FALSE,51.322473
1980,"Tennessee","republican","Ronald Reagan",1980-10-08,4,27,FALSE,41.94425175
1980,"Texas","democrat","Jimmy Carter",1980-08-11,12,85,TRUE,29.8180205384615
1980,"Texas","democrat","Jimmy Carter",1980-08-24,10,72,FALSE,33.7695691764706
1980,"Texas","democrat","Jimmy Carter",1980-09-10,8,55,FALSE,37.879009173913
1980,"Texas","democrat","Jimmy Carter",1980-10-03,5,32,FALSE,35.964795
1980,"Texas","democrat","Jimmy Carter",1980-10-06,4,29,FALSE,37.9075069
1980,"Texas","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,38.0782966
1980,"Texas","republican","Ronald Reagan",1980-08-11,12,85,FALSE,50.2205981538462
1980,"Texas","republican","Ronald Reagan",1980-08-24,10,72,FALSE,48.3589584705882
1980,"Texas","republican","Ronald Reagan",1980-09-10,8,55,FALSE,42.0011781304348
1980,"Texas","republican","Ronald Reagan",1980-10-03,5,32,FALSE,45.1131853333333
1980,"Texas","republican","Ronald Reagan",1980-10-06,4,29,FALSE,42.118027
1980,"Texas","republican","Ronald Reagan",1980-10-16,3,19,FALSE,41.82681685
1980,"Virginia","democrat","Jimmy Carter",1980-09-23,6,42,FALSE,33.6482705384615
1980,"Virginia","democrat","Jimmy Carter",1980-10-19,2,16,FALSE,31.8976735
1980,"Virginia","democrat","Jimmy Carter",1980-10-29,1,6,FALSE,29.775444
1980,"Virginia","republican","Ronald Reagan",1980-09-23,6,42,FALSE,42.3733530769231
1980,"Virginia","republican","Ronald Reagan",1980-10-19,2,16,FALSE,40.0766993
1980,"Virginia","republican","Ronald Reagan",1980-10-29,1,6,FALSE,42.3685171428571
1980,"Washington","democrat","Jimmy Carter",1980-06-09,21,148,TRUE,25.7067602929293
1980,"Washington","democrat","Jimmy Carter",1980-09-16,7,49,FALSE,27.9585380588235
1980,"Washington","democrat","Jimmy Carter",1980-10-03,5,32,FALSE,28.6515965384615
1980,"Washington","democrat","Jimmy Carter",1980-10-16,3,19,FALSE,31.2268403333333
1980,"Washington","democrat","Jimmy Carter",1980-10-22,2,13,FALSE,32.4111662857143
1980,"Washington","republican","Ronald Reagan",1980-06-09,21,148,TRUE,45.360515030303
1980,"Washington","republican","Ronald Reagan",1980-09-16,7,49,FALSE,41.5558353529412
1980,"Washington","republican","Ronald Reagan",1980-10-03,5,32,FALSE,41.3970562307692
1980,"Washington","republican","Ronald Reagan",1980-10-16,3,19,FALSE,39.0015928333333
1980,"Washington","republican","Ronald Reagan",1980-10-22,2,13,FALSE,40.5926015
1980,"West Virginia","democrat","Jimmy Carter",1980-09-03,9,62,FALSE,37.8254718717949
1980,"West Virginia","democrat","Jimmy Carter",1980-10-12,3,23,FALSE,39.1966878571429
1980,"West Virginia","democrat","Jimmy Carter",1980-10-26,1,9,FALSE,40.0605301428571
1980,"West Virginia","democrat","Jimmy Carter",1980-11-02,0,2,FALSE,40.2166453333333
1980,"West Virginia","republican","Ronald Reagan",1980-09-03,9,62,FALSE,27.0340225384615
1980,"West Virginia","republican","Ronald Reagan",1980-10-12,3,23,FALSE,30.4712397142857
1980,"West Virginia","republican","Ronald Reagan",1980-10-26,1,9,FALSE,32.1993201428571
1980,"West Virginia","republican","Ronald Reagan",1980-11-02,0,2,FALSE,28.8988066666667
1980,"Wisconsin","democrat","Jimmy Carter",1980-09-16,7,49,FALSE,25.8436158846154
1980,"Wisconsin","democrat","Jimmy Carter",1980-10-12,3,23,FALSE,31.5734044166667
1980,"Wisconsin","republican","Ronald Reagan",1980-09-16,7,49,FALSE,37.1497996923077
1980,"Wisconsin","republican","Ronald Reagan",1980-10-12,3,23,FALSE,34.4729255833333
1984,"Alabama","democrat","Walter F. Mondale",1984-05-16,25,174,TRUE,42.9822786
1984,"Alabama","democrat","Walter F. Mondale",1984-08-09,13,89,FALSE,42.0165404102564
1984,"Alabama","democrat","Walter F. Mondale",1984-09-17,7,50,FALSE,37.423948787234
1984,"Alabama","democrat","Walter F. Mondale",1984-11-03,0,3,FALSE,35.03464325
1984,"Alabama","republican","Ronald Reagan",1984-05-16,25,174,TRUE,50.1996284470588
1984,"Alabama","republican","Ronald Reagan",1984-08-09,13,89,TRUE,48.6090534102564
1984,"Alabama","republican","Ronald Reagan",1984-09-17,7,50,FALSE,53.7658345744681
1984,"Alabama","republican","Ronald Reagan",1984-11-03,0,3,FALSE,57.0585095
1984,"California","democrat","Walter F. Mondale",1984-02-09,39,271,TRUE,39.9664203451777
1984,"California","democrat","Walter F. Mondale",1984-09-14,8,53,FALSE,38.6019216041667
1984,"California","democrat","Walter F. Mondale",1984-11-01,1,5,FALSE,38.947686
1984,"California","republican","Ronald Reagan",1984-02-09,39,271,TRUE,57.1889799340101
1984,"California","republican","Ronald Reagan",1984-09-14,8,53,FALSE,55.2341181458333
1984,"California","republican","Ronald Reagan",1984-11-01,1,5,FALSE,55.258525
1984,"Colorado","democrat","Walter F. Mondale",1984-03-22,33,229,TRUE,30.9986112347826
1984,"Colorado","republican","Ronald Reagan",1984-03-22,33,229,TRUE,54.0018454478261
1984,"Connecticut","democrat","Walter F. Mondale",1984-06-16,20,143,TRUE,32.1953581847826
1984,"Connecticut","democrat","Walter F. Mondale",1984-09-16,7,51,FALSE,29.6252545333333
1984,"Connecticut","democrat","Walter F. Mondale",1984-10-16,3,21,FALSE,30.7995055454545
1984,"Connecticut","republican","Ronald Reagan",1984-06-16,20,143,TRUE,61.8889357173913
1984,"Connecticut","republican","Ronald Reagan",1984-09-16,7,51,FALSE,56.9346815
1984,"Connecticut","republican","Ronald Reagan",1984-10-16,3,21,FALSE,57.165495
1984,"Florida","democrat","Walter F. Mondale",1984-03-06,35,245,TRUE,37.9550659473684
1984,"Florida","democrat","Walter F. Mondale",1984-09-12,8,55,FALSE,32.9506628684211
1984,"Florida","democrat","Walter F. Mondale",1984-10-20,2,17,FALSE,31.6257886666667
1984,"Florida","democrat","Walter F. Mondale",1984-10-23,2,14,FALSE,32.5800497142857
1984,"Florida","democrat","Walter F. Mondale",1984-10-30,1,7,FALSE,31.88829325
1984,"Florida","republican","Ronald Reagan",1984-03-06,35,245,TRUE,50.2016063631579
1984,"Florida","republican","Ronald Reagan",1984-09-12,8,55,FALSE,57.6480940789474
1984,"Florida","republican","Ronald Reagan",1984-10-20,2,17,FALSE,56.5072886666667
1984,"Florida","republican","Ronald Reagan",1984-10-23,2,14,FALSE,56.5946107142857
1984,"Florida","republican","Ronald Reagan",1984-10-30,1,7,FALSE,61.4057475
1984,"Illinois","democrat","Walter F. Mondale",1984-08-16,12,82,FALSE,46.5119931935484
1984,"Illinois","democrat","Walter F. Mondale",1984-09-16,7,51,FALSE,38.7472342727273
1984,"Illinois","democrat","Walter F. Mondale",1984-09-17,7,50,FALSE,38.5213626153846
1984,"Illinois","democrat","Walter F. Mondale",1984-10-10,4,27,FALSE,39.6764711785714
1984,"Illinois","republican","Ronald Reagan",1984-08-16,12,82,TRUE,50.3084509677419
1984,"Illinois","republican","Ronald Reagan",1984-09-16,7,51,FALSE,51.3001804545455
1984,"Illinois","republican","Ronald Reagan",1984-09-17,7,50,FALSE,51.5799053076923
1984,"Illinois","republican","Ronald Reagan",1984-10-10,4,27,FALSE,52.2389893928571
1984,"Indiana","democrat","Walter F. Mondale",1984-04-23,28,197,TRUE,36.2308222525253
1984,"Indiana","republican","Ronald Reagan",1984-04-23,28,197,TRUE,51.9083342525253
1984,"Iowa","democrat","Walter F. Mondale",1983-12-06,48,336,TRUE,48.405612883871
1984,"Iowa","democrat","Walter F. Mondale",1984-08-03,14,95,FALSE,42.7058416923077
1984,"Iowa","democrat","Walter F. Mondale",1984-08-16,12,82,FALSE,42.0841066060606
1984,"Iowa","democrat","Walter F. Mondale",1984-09-18,7,49,FALSE,39.45358784
1984,"Iowa","republican","Ronald Reagan",1983-12-06,48,336,TRUE,48.0835731354839
1984,"Iowa","republican","Ronald Reagan",1984-08-03,14,95,TRUE,47.1861401538462
1984,"Iowa","republican","Ronald Reagan",1984-08-16,12,82,TRUE,48.1782650909091
1984,"Iowa","republican","Ronald Reagan",1984-09-18,7,49,FALSE,51.88366376
1984,"Kansas","democrat","Walter F. Mondale",1984-07-30,14,99,FALSE,28.88177674
1984,"Kansas","republican","Ronald Reagan",1984-07-30,14,99,TRUE,55.21011327
1984,"Kentucky","democrat","Walter F. Mondale",1984-10-05,5,32,FALSE,34.9512670952381
1984,"Kentucky","democrat","Walter F. Mondale",1984-10-26,2,11,FALSE,33.064939
1984,"Kentucky","republican","Ronald Reagan",1984-10-05,5,32,FALSE,60.2054753809524
