president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,10/30/2020,2/13/2017,2/15/2017,Gallup,B,1500,a,.15908247,0,40,54,40.730184,52.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49303,77319,2/16/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/12/2017,2/16/2017,Ipsos,B-,1718,a,.0983402,0,45.9,50.2,47.07616,48.867619,"",T,http://polling.reuters.com/#poll/CP3_2/,49403,77576,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/13/2017,2/17/2017,SurveyMonkey,D-,9163,a,.15136161,0,45,53,42.537165,52.278178,"","",https://blog.electiontracking.surveymonkey.com/2017/02/17/trump-approval-february-13-17/,49306,77322,2/18/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/13/2017,2/17/2017,Ipsos,B-,2512,a,.14296359,0,45.1,51.1,46.27616,49.767619,"",T,http://polling.reuters.com/#poll/CP3_2/,49402,77575,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/14/2017,2/16/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12265378,0,55,45,49.590449,46.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49300,77316,2/17/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/14/2017,2/16/2017,YouGov,B,1000,a,.14386399,0,37,51,37.925418,52.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67130,125440,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/14/2017,2/16/2017,Gallup,B,1500,a,.15888971,0,38,56,38.730184,54.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49297,77313,2/17/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/15/2017,2/17/2017,YouGov,B,1000,a,.14281472,0,43,48,43.925418,49.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67131,125441,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/13/2017,2/19/2017,SurveyMonkey,D-,11512,a,.18739112,0,43,54,40.537165,53.278178,"","",http://www.nbcnews.com/feature/data-points/poll-majority-americans-worried-about-war-feel-favorably-toward-nato-n723931,49314,77330,2/20/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/14/2017,2/18/2017,Ipsos,B-,2334,a,.13248144,0,44.3,52.1,45.47616,50.767619,"",T,http://polling.reuters.com/#poll/CP3_2/,49401,77574,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/15/2017,2/17/2017,Gallup,B,1500,a,.15873077,0,40,55,40.730184,53.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49301,77317,2/18/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/13/2017,2/19/2017,Kaiser Family Foundation,"",1160,a,1.779972,0,41,52,41.72461,50.433129,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-Future-Directions-for-the-ACA-and-Medicaid,56895,91791,11/16/2018,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/15/2017,2/19/2017,Ipsos,B-,2291,a,.13002682,0,45.3,50.5,46.47616,49.167619,"",T,http://polling.reuters.com/#poll/CP3_2/,49400,77573,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/16/2017,2/18/2017,YouGov,B,1000,a,.14119314,0,41,47,41.925418,48.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67132,125442,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/16/2017,2/18/2017,Gallup,B,1500,a,.15860471,0,41,55,41.730184,53.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49299,77315,2/19/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/15/2017,2/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07347374,0,51,49,45.590449,50.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49305,77321,2/20/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/15/2017,2/19/2017,Marist College,A+,1073,a,2.0760038,0,39,50,40.026765,50.855662,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us170621_PBS_NPR/NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Trump_Congress_Health%20Care_June%202017.pdf,49315,91871,11/27/2018,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/15/2017,2/20/2017,McLaughlin & Associates,C/D,1000,lv,.67820479,0,51,44,47.21476,45.497571,"","",http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50467,79635,11/16/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/17/2017,2/19/2017,Gallup,B,1500,a,.1585108,0,42,53,42.730184,51.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49310,77326,2/20/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/17/2017,2/19/2017,YouGov,B,1000,a,.13897222,0,38,52,38.925418,53.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67133,125443,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/17/2017,2/18/2017,YouGov,B,1000,a,.13897222,0,41,47,41.925418,48.83552,"","",http://big.assets.huffingtonpost.com/tabsHPPresidentTrump20170218.pdf,49309,77325,2/19/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/16/2017,2/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21895787,0,50,50,44.590449,51.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49311,77327,2/21/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/16/2017,2/19/2017,Morning Consult,B/C,2013,rv,.55947412,0,49,44,48.447003,45.219806,"","",https://morningconsult.com/2017/02/22/voters-expecting-trumps-first-month-office/,49321,77337,2/20/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/16/2017,2/20/2017,Ipsos,B-,2261,a,.12865233,0,45.5,49.9,46.67616,48.567619,"",T,http://polling.reuters.com/#poll/CP3_2/,49399,77572,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/16/2017,2/21/2017,Quinnipiac University,B+,1323,rv,1.5115892,0,38,55,39.649767,53.767926,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2431,49318,77334,2/22/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/18/2017,2/20/2017,YouGov,B,1000,a,.13804867,0,40,50,40.925418,51.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67514,126306,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/17/2017,2/20/2017,American Research Group,B,1100,a,1.3823561,0,43,51,45.453103,48.032416,"","",http://americanresearchgroup.com/economy/,49313,77329,2/21/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/17/2017,2/21/2017,CBS News,A,1280,a,2.1242539,0,39,51,40.329984,50.439691,"","",http://www.cbsnews.com/news/poll-immigration-is-most-important-problem-for-trump-and-congress/,49316,77332,2/22/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/17/2017,2/21/2017,Ipsos,B-,2341,a,.133849,0,45.1,50,46.27616,48.667619,"",T,http://polling.reuters.com/#poll/CP3_2/,49398,77571,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/18/2017,2/20/2017,Gallup,B,1500,a,.15844849,0,41,53,41.730184,51.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49312,77328,2/21/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/18/2017,2/22/2017,YouGov,B,1500,a,.20586755,0,43,46,43.925418,47.83552,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fu3pv5rt9s/econToplines.pdf,49325,77341,2/23/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/18/2017,2/22/2017,Ipsos,B-,1524,a,.08776291,0,46,47.1,47.17616,45.767619,"",T,http://polling.reuters.com/#poll/CP3_2/,49397,77570,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/19/2017,2/21/2017,Gallup,B,1500,a,.15841743,0,42,52,42.730184,50.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49328,77344,2/22/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/18/2017,2/22/2017,NBC News/The Wall Street Journal,A-,1000,a,1.646268,0,44,48,43.252576,48.810781,"","",https://www.scribd.com/document/340335355/17057-NBCWSJ-February-Poll,49326,77342,2/23/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/19/2017,2/21/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12137694,0,51,49,45.590449,50.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49323,77339,2/22/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/17/2017,2/23/2017,SurveyMonkey,D-,10639,a,.17973661,0,44,54,41.537165,53.278178,"","",https://drive.google.com/file/d/0BztOs71zt1WpMmR6UnY1dExBa3M/view?usp=sharing,49330,77346,2/24/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/20/2017,2/22/2017,Gallup,B,1500,a,.15841743,0,43,52,43.730184,50.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49320,77336,2/23/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/20/2017,2/22/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12178752,0,52,47,46.590449,48.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49329,77345,2/23/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/19/2017,2/23/2017,Ipsos,B-,1651,a,.0956622,0,45.8,47.3,46.97616,45.967619,"",T,http://polling.reuters.com/#poll/CP3_2/,49396,77569,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/20/2017,2/22/2017,YouGov,B,1000,a,.13754647,0,42,46,42.925418,47.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67134,125445,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/21/2017,2/23/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12202314,0,53,47,47.590449,48.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49317,77333,2/24/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/21/2017,2/23/2017,Gallup,B,1500,a,.15841743,0,43,52,43.730184,50.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49319,77335,2/24/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/21/2017,2/22/2017,Public Policy Polling,B,941,rv,1.1168602,0,45,48,44.566585,48.224714,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_22417.pdf,49324,77340,2/23/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/20/2017,2/24/2017,Ipsos,B-,1867,a,.10878832,0,45.1,48,46.27616,46.667619,"",T,http://polling.reuters.com/#poll/CP3_2/,49395,77568,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/21/2017,2/25/2017,Ipsos,B-,1876,a,.10895707,0,45.1,47.9,46.27616,46.567619,"",T,http://polling.reuters.com/#poll/CP3_2/,49394,77567,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/22/2017,2/24/2017,YouGov,B,1000,a,.1380864,0,40,50,40.925418,51.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67135,125446,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/22/2017,2/24/2017,Gallup,B,1500,a,.15841743,0,41,53,41.730184,51.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49331,77347,2/25/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/23/2017,2/25/2017,YouGov,B,1000,a,.13794318,0,40,50,40.925418,51.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67136,125447,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/22/2017,2/26/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07328493,0,51,49,45.590449,50.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49372,77453,2/27/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/22/2017,2/26/2017,Ipsos,B-,1810,a,.1048335,0,45.6,48.2,46.77616,46.867619,"",T,http://polling.reuters.com/#poll/CP3_2/,49393,77566,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/23/2017,2/25/2017,Gallup,B,1500,a,.15841743,0,41,54,41.730184,52.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49327,77343,2/26/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/23/2017,2/27/2017,Ipsos,B-,1807,a,.104424,0,46.1,48.3,47.27616,46.967619,"",T,http://polling.reuters.com/#poll/CP3_2/,49392,77565,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/23/2017,2/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21858678,0,50,50,44.590449,51.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49373,77459,2/28/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/24/2017,2/26/2017,YouGov,B,1000,a,.13627225,0,42,50,42.925418,51.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67137,125448,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/24/2017,2/26/2017,Morning Consult,B/C,2000,rv,.5379398,0,50,45,49.447003,46.219806,"","",https://morningconsult.com/2017/02/28/trump-joint-session-speech-campaign-promises/,49380,77474,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/24/2017,2/26/2017,Gallup,B,1500,a,.15841743,0,42,54,42.730184,52.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49370,77451,2/27/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/24/2017,2/28/2017,Ipsos,B-,1847,a,.1065465,0,46.1,48.4,47.27616,47.067619,"",T,http://polling.reuters.com/#poll/CP3_2/,49441,77624,3/3/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/25/2017,2/27/2017,Gallup,B,1500,a,.15841743,0,42,54,42.730184,52.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49374,77460,2/28/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/25/2017,2/27/2017,YouGov,B,1000,a,.13467391,0,41,49,41.925418,50.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67138,125449,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/26/2017,2/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12132109,0,50,50,44.590449,51.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49379,77473,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/25/2017,3/1/2017,YouGov,B,1500,a,.19971669,0,41,50,41.925418,51.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qai0kpu1rl/econTabReport.pdf,49433,77606,3/2/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/24/2017,3/2/2017,SurveyMonkey,D-,12273,a,.22511737,0,45,53,42.537165,52.278178,"","",https://drive.google.com/file/d/0BxxpEMTW3kArclliZElUcm9RRjg/view,56959,91942,11/28/2018,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/25/2017,3/1/2017,Ipsos,B-,1687,a,.09706888,0,45.7,49.2,46.87616,47.867619,"",T,http://polling.reuters.com/#poll/CP3_2/,49440,77623,3/3/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/26/2017,2/28/2017,YouGov,B,1000,a,.13314446,0,42,47,42.925418,48.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67139,125450,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/26/2017,2/28/2017,Gallup,B,1500,a,.15841743,0,43,52,43.730184,50.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49431,77604,3/1/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/26/2017,3/2/2017,Ipsos,B-,1699,a,.09740453,0,45.8,48.8,46.97616,47.467619,"",T,http://polling.reuters.com/#poll/CP3_2/,49442,77621,3/3/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/27/2017,3/1/2017,Gallup,B,1500,a,.15841743,0,43,51,43.730184,49.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49435,77609,3/2/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/27/2017,3/1/2017,YouGov,B,1000,a,.13306863,0,43,51,43.925418,52.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67140,125451,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/24/2017,3/4/2017,IBD/TIPP,A/B,909,a,1.6213216,0,41,53,42.588446,52.50878,"","",http://www.investors.com/politics/public-turned-off-by-medias-relentlessly-negative-coverage-of-trump-ibdtipp-poll/,49451,77634,3/7/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/27/2017,3/1/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12178752,0,52,48,46.590449,49.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49434,77608,3/2/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/27/2017,3/3/2017,Ipsos,B-,1713,a,.09774185,0,45.6,48.7,46.77616,47.367619,"",T,http://polling.reuters.com/#poll/CP3_2/,49456,77647,3/7/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/28/2017,3/2/2017,YouGov,B,1000,a,.13302055,0,46,42,46.925418,43.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67141,125452,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/28/2017,3/2/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12202314,0,53,47,47.590449,48.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49437,77612,3/3/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/28/2017,3/2/2017,Gallup,B,1500,a,.15841743,0,43,51,43.730184,49.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49438,77613,3/3/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,2/28/2017,3/4/2017,Ipsos,B-,1729,a,.09808345,0,45.4,48.2,46.57616,46.867619,"",T,http://polling.reuters.com/#poll/CP3_2/,49455,77646,3/7/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/1/2017,3/3/2017,YouGov,B,1000,a,.13254891,0,44,47,44.925418,48.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67142,125453,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/1/2017,3/3/2017,Gallup,B,1500,a,.15841743,0,43,51,43.730184,49.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49443,77625,3/5/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/1/2017,3/5/2017,SurveyMonkey,D-,4551,a,.08690886,0,48,51,45.537165,50.278178,"","",https://blog.electiontracking.surveymonkey.com/2017/03/07/trumps-speech-approval-uptick-opinion-headwinds/,49461,77652,3/8/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/1/2017,3/4/2017,CNN/Opinion Research Corp.,B+,1025,a,1.5674879,0,45,52,44.703513,50.503521,"","","http://i2.cdn.turner.com/cnn/2017/images/03/05/rel4a.-.trump,.russia.pdf",49446,77628,3/6/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/1/2017,3/5/2017,Suffolk University,A,1000,rv,1.7774261,0,46.9,44,45.920347,44.355439,"","",http://www.suffolk.edu/academics/10741.php,49458,77649,3/7/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/2/2017,3/4/2017,Gallup,B,1500,a,.15841743,0,43,50,43.730184,48.626503,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49444,77626,3/5/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/1/2017,3/5/2017,Ipsos,B-,1673,a,.09425967,0,46.8,46.7,47.97616,45.367619,"",T,http://polling.reuters.com/#poll/CP3_2/,49454,77645,3/7/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/2/2017,3/4/2017,YouGov,B,1000,a,.13258711,0,41,48,41.925418,49.83552,"","",https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67143,125454,7/17/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/1/2017,3/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07328493,0,52,48,46.590449,49.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49445,77627,3/6/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/2/2017,3/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21858678,0,51,49,45.590449,50.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49450,77633,3/7/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/2/2017,3/6/2017,Ipsos,B-,1679,a,.09396446,0,47.6,46,48.77616,44.667619,"",T,http://polling.reuters.com/#poll/CP3_2/,49453,77644,3/7/2017,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,3/2/2017,3/6/2017,Morning Consult,B/C,1992,rv,.53242435,0,50,45,49.447003,46.219806,"","",https://morningconsult.com/2017/03/08/poll-americans-dont-want-budget-cuts-government-agencies/,49459,77650,3/8/2017,19:37:32 30 Oct 2020
